Inokulasyondan_sonra_gecen_sure	Kulturleme_kosulu	Patojen	Bitki_numarasi	Tekil_bitki_numarasi	Gozlem	Fotosentez	Iletkenlik
22	Nemli	P. multivora 	2	46	5	2.16781650541651	-2.79960015642011
22	Nemli	P. multivora 	2	46	6	2.11397865025477	-2.85681376503005
22	Nemli	P. multivora 	2	46	7	2.28179480890343	-2.83912612514441
22	Nemli	P. multivora 	2	46	8	2.1833621901137	-2.74403632917072
22	Nemli	P. multivora 	2	46	9	2.18910998210334	-2.74977380507514
22	Nemli	P. multivora 	2	46	10	2.1427107774201	-2.89157788297267
22	Nemli	P. multivora 	2	46	11	2.12423535523369	-2.84438787622813
22	Nemli	P. cinnamomi 	10	47	1	1.64770660313471	-2.95573355543277
22	Nemli	P. cinnamomi 	10	47	2	1.69160258744934	-2.8931472379801
22	Nemli	P. cinnamomi 	10	47	3	1.76550197509067	-2.85775109841274
22	Nemli	P. cinnamomi 	10	47	4	1.80313004237963	-2.84080995437411
22	Nemli	P. cinnamomi 	10	47	5	1.686354712962	-2.84605726318091
22	Nemli	P. cinnamomi 	10	47	6	1.75995176994715	-2.80593410308989
22	Nemli	P. cinnamomi 	10	47	7	1.8048821868294	-2.73115372396473
22	Nemli	P. cinnamomi 	10	47	8	1.81564991382623	-2.73476393678653
22	Nemli	P. cinnamomi 	10	47	9	1.80878929212726	-2.73225827122724
22	Nemli	P. cinnamomi 	10	47	10	1.78071044983928	-2.72123274021714
22	Nemli	P. cinnamomi 	10	47	11	1.77632763731401	-2.72094278443823
22	Nemli	P. cinnamomi 	10	47	12	1.77892241147684	-2.72223773488408
22	Nemli	Kontrol	6	48	1	1.88280616160591	-2.93517775301812
22	Nemli	Kontrol	6	48	2	1.9129114505717	-2.91154323227618
22	Nemli	Kontrol	6	48	3	1.89930111554008	-2.89878485294197
22	Nemli	Kontrol	6	48	4	1.9284057201199	-2.87209499413788
22	Nemli	Kontrol	6	48	5	1.96635638739675	-2.82751733217655
22	Nemli	Kontrol	6	48	6	1.98308862262435	-2.80919652561694
22	Nemli	Kontrol	6	48	7	1.97844701647765	-2.80477621823134
22	Nemli	Kontrol	6	48	8	1.9872156341266	-2.76139833680982
22	Nemli	Kontrol	6	48	9	1.9494140779773	-2.7421267473989
22	Nemli	Kontrol	6	48	10	1.94722806408081	-2.74481219857568
22	Nemli	Kontrol	6	48	11	2.05623874663186	-2.65327538076553
22	Nemli	Kontrol	6	48	12	2.06541185045133	-2.63628654578456
22	Nemli	Kontrol	6	48	13	2.04953873478798	-2.61760077473324
22	Nemli	Kontrol	6	48	14	1.98492634761559	-2.63193939631459
22	Kurak	P. multivora 	1	49	1	-3.66309136372975	-5.38758955178525
22	Kurak	P. multivora 	1	49	2	-0.519700371432863	-5.40726832012079
22	Kurak	P. multivora 	1	49	3	-0.606113593816954	-5.4168838089874
22	Kurak	P. multivora 	1	49	4	-1.01303907233594	-5.26869138209725
22	Kurak	P. multivora 	1	49	5	-1.36652247155101	-5.27907568086392
22	Kurak	P. multivora 	1	49	6	-0.162532766064088	-5.29470450081421
22	Kurak	P. multivora 	1	49	7	-1.57163847323539	-5.28474765297588
22	Kurak	P. multivora 	1	49	8	0.00402801464567252	-5.26483616987581
22	Kurak	P. multivora 	1	49	9	-0.754765145077922	-5.2343543234662
22	Kurak	P. multivora 	1	49	10	-0.851786143343538	-5.22873029829762
22	Kurak	P. multivora 	1	49	11	-0.592268990932994	-5.20226909556367
22	Kurak	P. multivora 	1	49	12	-0.451652582041178	-5.15390261313165
22	Kurak	P. cinnamomi 	9	50	1	1.14760992337753	-3.78299349357943
22	Kurak	P. cinnamomi 	9	50	2	1.21470784740993	-3.7199554290802
22	Kurak	P. cinnamomi 	9	50	3	1.23916538466536	-3.61981943288158
22	Kurak	P. cinnamomi 	9	50	4	1.23005361399789	-3.53366619616567
22	Kurak	P. cinnamomi 	9	50	5	1.2351270129384	-3.52339542287832
22	Kurak	P. cinnamomi 	9	50	6	1.28971630595117	-3.4713895505903
22	Kurak	P. cinnamomi 	9	50	7	1.36185000720453	-3.43243804904631
22	Kurak	P. cinnamomi 	9	50	8	1.47704466456276	-3.37493086684254
22	Kurak	P. cinnamomi 	9	50	9	1.42891962485247	-3.33900979367865
22	Kurak	P. cinnamomi 	9	50	10	1.39528253568476	-3.3097360628662
22	Kurak	P. cinnamomi 	9	50	11	1.52436141101941	-3.25101012009636
22	Kurak	Kontrol	1	51	1	-0.342300946595268	-5.27302200881575
22	Kurak	Kontrol	1	51	2	0.0504364349883653	-4.95011152442405
22	Kurak	Kontrol	1	51	3	0.434711631822382	-4.72147784804355
22	Kurak	Kontrol	1	51	4	0.568713396059385	-4.53471563660628
22	Kurak	Kontrol	1	51	5	0.56339681483566	-4.49613274850014
22	Kurak	Kontrol	1	51	6	0.600808184614042	-4.48999989390886
22	Kurak	Kontrol	1	51	7	0.812302044607115	-4.30182603177414
22	Kurak	Kontrol	1	51	8	0.885378037249798	-4.26536109429393
22	Kurak	Kontrol	1	51	9	0.984188208648651	-4.18854392920749
22	Kurak	Kontrol	1	51	10	1.12846957192611	-4.07527379090248
22	Kurak	Kontrol	1	51	11	1.05619729822554	-4.06668546619293
22	Kurak	Kontrol	1	51	12	1.04851497460037	-4.05756052689691
22	Kurak	Kontrol	1	51	13	1.07388927196554	-4.05971713205996
35	Nemli	P. cinnamomi 	6	52	1	2.28794290220797	-2.53954213782459
35	Nemli	P. cinnamomi 	6	52	2	2.27655861632238	-2.5471649693622
35	Nemli	P. cinnamomi 	6	52	3	2.28316949011425	-2.56193700116603
35	Nemli	P. cinnamomi 	6	52	4	2.37002218047644	-2.56730846496872
35	Nemli	P. cinnamomi 	6	52	5	2.44896080220399	-2.57698449202852
35	Nemli	P. cinnamomi 	6	52	6	2.32431818906908	-2.59596097110268
35	Nemli	P. cinnamomi 	6	52	7	2.28070503930915	-2.59841228707008
35	Nemli	P. cinnamomi 	6	52	8	2.24368849291269	-2.61351997538301
35	Nemli	P. cinnamomi 	6	52	9	2.22003553085151	-2.62475419882731
35	Nemli	P. cinnamomi 	6	52	10	2.2193476409465	-2.64994474501504
35	Nemli	P. cinnamomi 	6	52	11	2.23605835944476	-2.65978437437363
35	Nemli	P. cinnamomi 	6	52	12	2.24544905931542	-2.66712979382465
35	Nemli	P. cinnamomi 	1	53	1	-1.9878781030614	-5.93453691545175
35	Nemli	P. cinnamomi 	1	53	2	-1.90048269245483	-5.97220167329565
35	Nemli	P. cinnamomi 	1	53	4	-0.682803101493206	-5.75555767461528
35	Nemli	P. cinnamomi 	1	53	5	-0.823835352683606	-5.71950858425277
35	Nemli	P. cinnamomi 	1	53	6	-1.42493726907475	-5.73924572791185
35	Nemli	P. cinnamomi 	1	53	9	-1.14759247088983	-5.70410962816507
35	Nemli	P. cinnamomi 	1	53	10	-1.60347394231204	-5.86469128932013
35	Nemli	P. cinnamomi 	1	53	11	-1.72662694891793	-5.77996387179371
35	Nemli	P. cinnamomi 	1	53	12	-1.91376536035114	-5.7919689782003
9	Nemli	P. cinnamomi 	10	54	1	1.95974829219491	-2.17130939628975
9	Nemli	P. cinnamomi 	10	54	2	2.01133624863393	-2.19595395591762
9	Nemli	P. cinnamomi 	10	54	3	2.04732057640509	-2.06141419907335
9	Nemli	P. cinnamomi 	10	54	4	1.99142689613002	-2.08698152806855
9	Nemli	P. cinnamomi 	10	54	5	2.01479164500691	-2.10641315542166
9	Nemli	P. cinnamomi 	10	54	6	2.01834117225251	-2.1094926180284
9	Nemli	P. cinnamomi 	10	54	7	1.99186251674496	-2.11473636419638
9	Nemli	P. cinnamomi 	10	54	8	2.00545426303082	-2.13893037424915
9	Nemli	P. cinnamomi 	10	54	9	2.02023554545843	-2.15382887715955
9	Nemli	P. cinnamomi 	10	54	10	2.00624625301918	-2.15166015026705
9	Nemli	P. cinnamomi 	10	54	11	2.02363518689596	-2.16513070663173
9	Nemli	P. cinnamomi 	4	55	1	2.58380230393852	-1.57091230619628
9	Nemli	P. cinnamomi 	4	55	2	2.62676201608812	-1.46189651300438
9	Nemli	P. cinnamomi 	4	55	3	2.53491520712922	-1.51319890049157
9	Nemli	P. cinnamomi 	4	55	4	2.61689602693002	-1.43637608239023
9	Nemli	P. cinnamomi 	4	55	5	2.53094466359686	-1.49487605030229
9	Nemli	P. cinnamomi 	4	55	6	2.55176109179689	-1.50155892927952
9	Nemli	P. cinnamomi 	4	55	7	2.55057806879812	-1.51099034121146
9	Nemli	P. cinnamomi 	4	55	8	2.55114388510581	-1.5141868434677
9	Nemli	P. cinnamomi 	4	55	9	2.55498556254081	-1.5287313067281
9	Nemli	P. cinnamomi 	4	55	10	2.60339547039365	-1.46789285206351
9	Nemli	P. cinnamomi 	4	55	11	2.53031958499453	-1.52191638559304
9	Nemli	Kontrol	8	56	1	2.31616693972594	-2.91322107050827
9	Nemli	Kontrol	8	56	2	2.31467664267241	-2.67370639923356
9	Nemli	Kontrol	8	56	3	2.35813416420322	-2.59508966837648
9	Nemli	Kontrol	8	56	4	2.13402242295159	-2.55655416887888
9	Nemli	Kontrol	8	56	5	2.29929653681571	-2.36949842108811
9	Nemli	Kontrol	8	56	6	2.2482214906628	-2.29625796157217
9	Nemli	Kontrol	8	56	7	2.31852581488074	-2.23028389206889
9	Nemli	Kontrol	8	56	8	2.27382026140836	-2.24014174958424
9	Nemli	Kontrol	8	56	9	2.30923686581903	-2.20825057990683
9	Nemli	Kontrol	8	56	10	2.36703428076651	-2.26261878286728
9	Nemli	Kontrol	8	56	11	2.37673259743779	-2.25681402456829
9	Nemli	Kontrol	7	57	1	2.17103657865207	-1.75765700893586
9	Nemli	Kontrol	7	57	2	2.20674929133475	-1.82158593672875
9	Nemli	Kontrol	7	57	3	2.23242640581513	-1.80811629165471
9	Nemli	Kontrol	7	57	4	2.27022578413995	-1.86297223285333
9	Nemli	Kontrol	7	57	5	2.29576366929553	-1.89398194036851
9	Nemli	Kontrol	7	57	6	2.34287028938396	-1.92263058410278
9	Nemli	Kontrol	7	57	7	2.35089894374425	-1.93865735328058
9	Nemli	Kontrol	7	57	8	2.33008146989782	-1.96486806002481
9	Nemli	Kontrol	7	57	9	2.3837983685164	-1.96244659248202
9	Nemli	Kontrol	7	57	10	2.35852607378525	-1.9703039768613
9	Nemli	Kontrol	7	57	11	2.38887354365206	-2.00167591319982
9	Nemli	Kontrol	6	58	1	1.73184854405499	-3.21209598501121
9	Nemli	Kontrol	6	58	2	1.72746065784669	-3.21216993469358
9	Nemli	Kontrol	6	58	3	1.77022428663435	-3.21081425680301
9	Nemli	Kontrol	6	58	4	1.7540084566689	-3.19635552125292
9	Nemli	Kontrol	6	58	5	1.77852234918295	-3.20270303728036
9	Nemli	Kontrol	6	58	6	1.78099149293561	-3.18152079332472
9	Nemli	Kontrol	6	58	7	1.86783793644247	-3.04938812500399
9	Nemli	Kontrol	6	58	8	1.87509431923392	-3.0442053589982
9	Nemli	Kontrol	6	58	9	1.8528889264172	-3.05446273417694
9	Nemli	Kontrol	6	58	10	1.86536193251465	-3.04098925477182
9	Nemli	Kontrol	6	58	11	1.88959718333681	-3.05225674249712
35	Nemli	Kontrol	3	59	1	1.99923899440972	-3.37638880506416
35	Nemli	Kontrol	3	59	2	1.6578630377945	-3.38265769860324
35	Nemli	Kontrol	3	59	3	1.95571828875312	-3.43280870618714
35	Nemli	Kontrol	3	59	4	1.74925261185236	-3.45695971048246
35	Nemli	Kontrol	3	59	5	1.67307816600013	-3.4827103571499
35	Nemli	Kontrol	3	59	6	1.91461516383425	-3.50720247168007
35	Nemli	Kontrol	3	59	7	1.59304538287579	-3.46258943412818
35	Nemli	Kontrol	3	59	8	1.57383095282491	-3.46540818050654
35	Nemli	Kontrol	3	59	9	1.6341868619741	-3.43708640705594
35	Nemli	Kontrol	3	59	10	1.84181383506882	-3.579208127368
35	Nemli	Kontrol	3	59	11	1.78968481879502	-3.46924884997958
35	Kurak	P. multivora 	10	60	1	-3.77611530720553	-4.39573447934841
35	Kurak	P. multivora 	10	60	2	-1.70362797830033	-4.40503318746227
35	Kurak	P. multivora 	10	60	3	-1.07667348579696	-4.41151765121293
35	Kurak	P. multivora 	10	60	4	-1.19487224696927	-4.44095167160329
35	Kurak	P. multivora 	10	60	5	-1.19903228216241	-4.46414538917546
35	Kurak	P. multivora 	10	60	6	-1.09211796054235	-4.47241692102639
35	Kurak	P. multivora 	10	60	7	-3.63721753167805	-4.48337998973454
35	Kurak	P. multivora 	10	60	8	0.304018569505846	-4.53529493058303
35	Kurak	P. multivora 	10	60	9	-0.160845475209682	-4.52924023179501
35	Kurak	P. multivora 	10	60	10	-0.461806131925905	-4.59678781641726
35	Kurak	P. multivora 	10	60	11	-1.08305927821636	-4.62775685513482
35	Kurak	P. multivora 	6	61	1	2.20119931182509	-2.72803219298326
35	Kurak	P. multivora 	6	61	2	2.16481760454273	-2.7501103055143
35	Kurak	P. multivora 	6	61	3	2.22816471301531	-2.70675397157082
35	Kurak	P. multivora 	6	61	4	2.16818495409016	-2.72383048238945
35	Kurak	P. multivora 	6	61	5	2.22674346562048	-2.7178338301009
35	Kurak	P. multivora 	6	61	6	2.20179869730306	-2.69192113661238
35	Kurak	P. multivora 	6	61	7	2.18277599029929	-2.66903683155851
35	Kurak	P. multivora 	6	61	8	2.2116102426836	-2.65139642206899
35	Kurak	P. multivora 	6	61	9	2.26041182497734	-2.66509909395169
35	Kurak	P. multivora 	6	61	10	2.06405793354783	-2.66337169250107
35	Kurak	P. multivora 	6	61	11	2.27932159879485	-2.64663959648649
35	Kurak	P. multivora 	2	62	1	-0.968181188738257	-5.1095955021564
35	Kurak	P. multivora 	2	62	2	-1.37151383722612	-5.17419447034547
35	Kurak	P. multivora 	2	62	3	-0.091995743422073	-5.20377620963876
35	Kurak	P. multivora 	2	62	4	-1.04049278132652	-5.24855776767041
35	Kurak	P. multivora 	2	62	5	-0.979341877037325	-5.53813999352898
35	Kurak	P. multivora 	2	62	6	-0.535505208107897	-5.75000464893595
35	Kurak	P. multivora 	2	62	7	-1.04630663678737	-5.93395366205998
35	Kurak	P. multivora 	2	62	8	0.0929490928126956	-6.03105896207909
35	Kurak	P. multivora 	2	62	9	-0.770559623082351	-5.69887583193977
35	Kurak	P. multivora 	2	62	10	-0.419106280274227	-5.72072377146564
35	Kurak	P. multivora 	2	62	11	-0.436089990656435	-5.74127128042726
35	Kurak	P. multivora 	2	62	12	-0.864509490677014	-5.57869471689653
9	Kurak	P. multivora 	9	63	7	-2.234383638595	-5.57875904734432
9	Kurak	P. multivora 	9	63	8	-1.45391958683225	-5.76873676221265
35	Kurak	P. cinnamomi 	1	64	1	-0.0199964847053131	-4.79283945634725
35	Kurak	P. cinnamomi 	1	64	2	0.347127926146917	-4.80725087502415
35	Kurak	P. cinnamomi 	1	64	3	1.01365139527212	-4.75211884606555
35	Kurak	P. cinnamomi 	1	64	4	0.411790389934723	-4.75920100633212
35	Kurak	P. cinnamomi 	1	64	5	0.345668299351599	-4.77877040445467
35	Kurak	P. cinnamomi 	1	64	6	0.488563077865426	-4.77371937867755
35	Kurak	P. cinnamomi 	1	64	7	0.245387905755143	-4.7899528889191
35	Kurak	P. cinnamomi 	1	64	8	0.0370687021223129	-4.78107775644078
35	Kurak	P. cinnamomi 	1	64	9	0.586113030156485	-4.81519590353484
35	Kurak	P. cinnamomi 	1	64	10	0.278265620499907	-4.77435848282639
35	Kurak	P. cinnamomi 	1	64	11	-0.497866826190785	-4.83522531733893
35	Kurak	Kontrol	3	65	1	0.851880780177846	-4.78886696797087
35	Kurak	Kontrol	3	65	2	0.816492900206139	-4.72064018627449
35	Kurak	Kontrol	3	65	3	1.00733475364417	-4.69239274891226
35	Kurak	Kontrol	3	65	4	0.921727652996065	-4.62600370447004
35	Kurak	Kontrol	3	65	5	0.550836098437068	-4.58989238815304
35	Kurak	Kontrol	3	65	6	1.07411223136278	-4.58824591286794
35	Kurak	Kontrol	3	65	7	0.801074329245419	-4.54808244686776
35	Kurak	Kontrol	3	65	8	0.793817887486179	-4.52133587553384
35	Kurak	Kontrol	3	65	9	0.706110648047184	-4.50215449728953
35	Kurak	Kontrol	3	65	10	0.821683602751772	-4.4698707946947
35	Kurak	Kontrol	3	65	11	1.22178055376397	-4.46234962162198
36	Nemli	P. multivora 	7	66	1	1.95926999865318	-2.82294808656003
36	Nemli	P. multivora 	7	66	2	2.00575584466311	-2.74857531782004
36	Nemli	P. multivora 	7	66	3	2.07379929271276	-2.69047655614245
36	Nemli	P. multivora 	7	66	4	2.12034244120701	-2.66359385723752
36	Nemli	P. multivora 	7	66	5	2.14987086930283	-2.61032914797167
36	Nemli	P. multivora 	7	66	6	2.32502932328084	-2.54615727000055
36	Nemli	P. multivora 	7	66	7	2.32120559244058	-2.52664373787869
36	Nemli	P. multivora 	7	66	8	2.6039223942355	-2.53965805972864
36	Nemli	P. multivora 	7	66	9	2.17036003485725	-2.50079392688128
36	Nemli	P. multivora 	7	66	10	2.3882052558606	-2.52528240638721
36	Nemli	P. multivora 	7	66	11	2.37912619226323	-2.49163306145784
9	Nemli	Kontrol	7	67	1	1.70313905825544	-3.38880173609879
9	Nemli	Kontrol	7	67	2	1.77528520771209	-3.32977434142871
9	Nemli	Kontrol	7	67	3	1.78264174801759	-3.33111634244452
9	Nemli	Kontrol	7	67	4	1.76916553581913	-3.28669446639022
9	Nemli	Kontrol	7	67	5	1.79214502922358	-3.23424858254132
9	Nemli	Kontrol	7	67	6	1.83803637590527	-3.20846352153283
9	Nemli	Kontrol	7	67	7	1.85394067533049	-3.1543184054717
9	Nemli	Kontrol	7	67	8	1.86591029828484	-3.10513427837154
9	Nemli	Kontrol	7	67	9	1.90272654148396	-3.0330884891636
9	Nemli	Kontrol	7	67	10	1.97358837232699	-3.13440812194281
37	Kurak	P. multivora 	5	68	5	-4.91315701178024	-5.26983642654474
37	Kurak	P. multivora 	5	68	6	-4.81907355953826	-5.29627984370821
37	Kurak	P. multivora 	5	68	8	-4.2445848775001	-5.34599195320552
37	Kurak	P. multivora 	5	68	9	-4.33319289050169	-5.3671976729421
37	Kurak	P. multivora 	5	68	10	-3.92624501040407	-5.38893531212182
37	Nemli	P. multivora 	1	69	1	-1.93207942006098	-4.81248800246853
37	Nemli	P. multivora 	1	69	2	-2.08299259119971	-4.90212834864436
37	Nemli	P. multivora 	1	69	3	-2.09061932498464	-4.94406106516854
37	Nemli	P. multivora 	1	69	4	-1.83318121856528	-4.96609744392672
37	Nemli	P. multivora 	1	69	5	-1.85484411016183	-5.009047105935
37	Nemli	P. multivora 	1	69	6	-1.74284291304643	-5.03420724236552
37	Nemli	P. multivora 	1	69	7	-1.70920795063869	-5.0560892496038
37	Nemli	P. multivora 	1	69	8	-1.67844482330532	-5.08780039605138
37	Nemli	P. multivora 	1	69	9	-1.62643522680271	-5.10821962281812
37	Nemli	P. multivora 	1	69	10	-1.39711295160138	-5.11778056815493
37	Nemli	P. multivora 	1	69	11	-1.30780400109936	-5.13968366478243
37	Nemli	P. cinnamomi 	5	70	1	-0.701785824430738	-4.74314916878076
37	Nemli	P. cinnamomi 	5	70	2	-0.75380068641852	-4.80934062062161
37	Nemli	P. cinnamomi 	5	70	3	-0.819794469380445	-4.84653269925867
37	Nemli	P. cinnamomi 	5	70	4	-0.795421607536295	-4.86785335129905
37	Nemli	P. cinnamomi 	5	70	5	-0.817270959306778	-4.88715385853743
37	Nemli	P. cinnamomi 	5	70	6	-0.816034614771136	-4.90277102045801
37	Nemli	P. cinnamomi 	5	70	7	-0.788884895344327	-4.92076186668307
37	Nemli	P. cinnamomi 	5	70	8	-0.83581822196345	-4.92899756683535
37	Nemli	P. cinnamomi 	5	70	9	-0.735974595007881	-4.94872162111045
37	Nemli	P. cinnamomi 	5	70	10	-0.74084904344411	-4.94995650904079
37	Nemli	P. cinnamomi 	7	71	1	0.14793326340288	-4.31442667951127
37	Nemli	P. cinnamomi 	7	71	2	0.16891201272236	-4.32716102062501
37	Nemli	P. cinnamomi 	7	71	3	0.267320684943185	-4.33861487010485
37	Nemli	P. cinnamomi 	7	71	4	0.23027435141973	-4.34261547811763
37	Nemli	P. cinnamomi 	7	71	5	0.267909576151658	-4.34148533234399
37	Nemli	P. cinnamomi 	7	71	6	0.334147378374216	-4.3267265063775
37	Nemli	P. cinnamomi 	7	71	7	0.420677662215834	-4.28172203866483
37	Nemli	P. cinnamomi 	7	71	8	0.469276799544011	-4.28434124155973
37	Nemli	P. cinnamomi 	7	71	9	0.459854662897094	-4.25515542189029
37	Nemli	P. cinnamomi 	7	71	10	0.540425962814773	-4.23867843496158
37	Nemli	P. cinnamomi 	7	71	11	0.539825330325192	-4.21444166326372
37	Nemli	P. cinnamomi 	7	71	12	0.567125872520926	-4.17481261534219
37	Kurak	P. multivora 	9	72	1	-3.56158351659583	-6.77885911243902
37	Kurak	P. multivora 	9	72	3	-3.33834464628828	-6.62681387386885
37	Kurak	P. multivora 	9	72	7	-2.93422410805961	-7.13017784027213
37	Kurak	P. multivora 	9	72	9	-4.25593488771195	-6.36929542221707
37	Kurak	P. multivora 	9	72	10	-2.72513893025364	-6.6910339057781
37	Kurak	Kontrol	8	73	1	-0.605772489077019	-5.40931596860869
37	Kurak	Kontrol	8	73	2	-0.291823812293918	-5.65091776558768
37	Kurak	Kontrol	8	73	3	-0.185847342678503	-5.32665552607711
37	Kurak	Kontrol	8	73	4	0.0070007027960715	-5.24487252839164
37	Kurak	Kontrol	8	73	5	0.0642657983270861	-5.01504610744696
37	Kurak	Kontrol	8	73	6	0.11504098010033	-4.80941225120603
37	Kurak	Kontrol	8	73	7	0.16120713296881	-4.6303842044869
37	Kurak	Kontrol	8	73	8	0.19266162522092	-4.7575698996517
37	Kurak	Kontrol	8	73	9	0.226695961227797	-4.57250069298509
37	Kurak	Kontrol	8	73	10	0.262227258159479	-4.65193197370464
37	Nemli	P. multivora 	5	74	1	1.75147025844778	-2.82640632844427
37	Nemli	P. multivora 	5	74	2	1.26428800848943	-3.28992565866663
37	Nemli	P. multivora 	5	74	3	1.80911467527247	-2.6502431968092
37	Nemli	P. multivora 	5	74	4	1.82949257820954	-2.68014694327566
37	Nemli	P. multivora 	5	74	5	1.83441994262986	-2.61414654180244
37	Nemli	P. multivora 	5	74	6	1.85018436895829	-2.6818830030768
37	Nemli	P. multivora 	5	74	7	1.85807597334795	-2.64307089118879
37	Nemli	P. multivora 	5	74	8	1.87209148227952	-2.55242456812477
37	Nemli	P. multivora 	5	74	9	1.8727923291544	-2.51862374399425
37	Nemli	P. multivora 	5	74	10	1.88164040687916	-2.51917324049612
37	Nemli	P. multivora 	7	75	1	2.25922161653863	-1.56204820463655
37	Nemli	P. multivora 	7	75	2	2.27256880431354	-1.52918819695739
37	Nemli	P. multivora 	7	75	3	2.2885258062671	-1.57084133151082
37	Nemli	P. multivora 	7	75	4	2.29787745131689	-1.55198495975275
37	Nemli	P. multivora 	7	75	5	2.30448437920756	-1.54884170043299
37	Nemli	P. multivora 	7	75	6	2.30113568200524	-1.55895956452524
37	Nemli	P. multivora 	7	75	7	2.30609258056142	-1.56214096255443
37	Nemli	P. multivora 	7	75	8	2.30501849586627	-1.5743573106113
37	Nemli	P. multivora 	7	75	9	2.30554998734769	-1.5836108996166
37	Nemli	P. multivora 	7	75	10	2.30666021140853	-1.58700049454329
37	Nemli	P. multivora 	7	75	11	2.30425409144097	-1.59337402532896
37	Kurak	P. cinnamomi 	9	76	1	-2.79671770689822	-5.90268400268503
37	Kurak	P. cinnamomi 	9	76	2	-2.91228902811451	-5.94938139617989
37	Kurak	P. cinnamomi 	9	76	3	-2.83776188098387	-6.3387245227107
37	Kurak	P. cinnamomi 	9	76	4	-3.15939814288881	-6.09575230504285
37	Kurak	P. cinnamomi 	9	76	5	-2.92293152258456	-5.66495087565955
37	Kurak	P. cinnamomi 	9	76	6	-3.21996321586356	-5.53576980343013
37	Kurak	P. cinnamomi 	9	76	7	-3.07811249274681	-5.78147983480865
37	Kurak	P. cinnamomi 	9	76	8	-3.42825914021385	-5.70678046413908
37	Kurak	P. cinnamomi 	9	76	10	-3.49609495859875	-5.93422258120305
37	Nemli	Kontrol	2	77	1	1.36599934597071	-3.46916764048143
37	Nemli	Kontrol	2	77	2	1.36471572141692	-3.47738554514518
37	Nemli	Kontrol	2	77	3	1.36010557702293	-3.456836960105
37	Nemli	Kontrol	2	77	4	1.35303856176336	-3.50834973503611
37	Nemli	Kontrol	2	77	5	1.34058252558137	-3.49368152148183
37	Nemli	Kontrol	2	77	6	1.33650236369557	-3.52067812010073
37	Nemli	Kontrol	2	77	7	1.33325508259928	-3.58049931411405
37	Nemli	Kontrol	2	77	8	1.32793300382762	-3.53945922524832
37	Nemli	Kontrol	2	77	9	1.31542318592088	-3.52887689000958
37	Nemli	Kontrol	2	77	10	1.31996111308973	-3.55103716178414
37	Kurak	P. multivora 	7	78	1	-0.480762731770559	-5.12018038622785
37	Kurak	P. multivora 	7	78	2	-0.517338390867447	-5.0691958787537
37	Kurak	P. multivora 	7	78	3	-0.557169158625325	-5.04921028377382
37	Kurak	P. multivora 	7	78	4	-0.727624859544408	-4.34887894041064
37	Kurak	P. multivora 	7	78	5	-0.700172433966398	-4.46554503557722
37	Kurak	P. multivora 	7	78	6	-0.718277982441223	-4.89990533971016
37	Kurak	P. multivora 	7	78	7	-0.684654501664399	-5.96233612873042
37	Kurak	P. multivora 	7	78	8	-0.682131079228088	-5.77682521437151
37	Kurak	P. multivora 	7	78	9	-0.638300249026946	-5.73237702993331
37	Kurak	P. multivora 	7	78	10	-0.688020038843219	-5.3946075864348
37	Kurak	P. multivora 	7	78	11	-0.657554278424193	-5.63843218933834
37	Nemli	P. cinnamomi 	9	79	1	-1.10630021115819	-5.51329286739692
37	Nemli	P. cinnamomi 	9	79	2	-1.08542003832131	-5.48154020937826
37	Nemli	P. cinnamomi 	9	79	3	-1.11025386563207	-8.98574986800306
37	Nemli	P. cinnamomi 	9	79	4	-1.29855513973993	-4.58490070689986
37	Nemli	P. cinnamomi 	9	79	5	-1.12998929039301	-6.4516737388394
37	Nemli	P. cinnamomi 	9	79	6	-1.25049069805832	-6.21694632995614
37	Nemli	P. cinnamomi 	9	79	9	-1.6277585857667	-5.28129782412859
37	Nemli	P. cinnamomi 	9	79	10	-1.53691389943875	-5.11058000175327
37	Kurak	P. multivora 	2	80	1	-3.2340264684391	-5.94301196372206
37	Kurak	P. multivora 	2	80	2	-3.1366584603988	-7.64107258324296
37	Kurak	P. multivora 	2	80	3	-2.60471449398633	-6.3351098890458
37	Kurak	P. multivora 	2	80	4	-2.81299483658352	-6.18396299321754
37	Kurak	P. multivora 	2	80	5	-2.50688401250797	-5.93899961935094
37	Kurak	P. multivora 	2	80	6	-2.7804899025168	-6.00405912690798
37	Kurak	P. multivora 	2	80	7	-2.78696969856258	-6.15784456809403
37	Kurak	P. multivora 	2	80	8	-2.86819303809787	-5.62882260118775
37	Kurak	P. multivora 	2	80	9	-2.86886419659101	-5.99928666022393
37	Kurak	P. multivora 	2	80	10	-2.79094935578886	-6.55026406827978
37	Nemli	Kontrol	9	81	1	2.21240169621019	-2.19123667963191
37	Nemli	Kontrol	9	81	2	2.22894551943227	-2.16120188297512
37	Nemli	Kontrol	9	81	3	2.23297299350357	-2.09555452537019
37	Nemli	Kontrol	9	81	4	2.24451719195479	-2.09147070685255
37	Nemli	Kontrol	9	81	5	2.24959929755535	-2.05966020872803
37	Nemli	Kontrol	9	81	6	2.25376568129691	-2.0473395372852
37	Nemli	Kontrol	9	81	7	2.26067721640887	-2.03953291903671
37	Nemli	Kontrol	9	81	8	2.26359883778535	-2.02548670314532
37	Nemli	Kontrol	9	81	9	2.27111824182134	-1.99678766883647
