# Program:featureCounts v2.0.6; Command:"featureCounts" "-T4" "-t" "CDS" "-a" "data/ref/GCA_000007565.2_ASM756v2_genomic.gtf" "-o" "results/counts/counts-SRR7029607-bwa.txt" "results/alignment/bwa/SRR7029607.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/bwa/SRR7029607.sorted.bam
PP_1421	AE015451.2	1621087	1622475	+	1389	691
PP_1422	AE015451.2	1622547	1623356	-	810	527
PP_1423	AE015451.2	1623409	1624347	-	939	1646
PP_1424	AE015451.2	1624481	1624732	+	252	299
PP_1425	AE015451.2	1624719	1625174	+	456	188
PP_1426	AE015451.2	1625237	1626838	-	1602	760
PP_1427	AE015451.2	1627273	1627851	+	579	7502
PP_1428	AE015451.2	1627888	1628475	+	588	9075
PP_1429	AE015451.2	1628491	1629453	+	963	7516
PP_1430	AE015451.2	1629588	1631063	+	1476	26597
PP_1431	AE015451.2	1631247	1633043	+	1797	5618
PP_1432	AE015451.2	1633052	1633903	+	852	3479
PP_1433	AE015451.2	1634070	1634756	+	687	2099
PP_1434	AE015451.2	1634746	1635651	+	906	2274
PP_1435	AE015451.2	1635824	1636504	+	681	316
PP_1436	AE015451.2	1636551	1637288	+	738	1137
PP_1437	AE015451.2	1637360	1638739	-	1380	279
PP_1438	AE015451.2	1638739	1639410	-	672	72
PP_1439	AE015451.2	1639721	1639921	+	201	19
PP_1440	AE015451.2	1639997	1640950	-	954	202
PP_1441	AE015451.2	1640950	1641690	-	741	205
PP_1442	AE015451.2	1641783	1642172	-	390	204
PP_1443	AE015451.2	1642327	1644741	-	2415	2231
PP_1444	AE015451.2	1644948	1647356	-	2409	3198
PP_1445	AE015451.2	1647390	1648721	-	1332	787
PP_1446	AE015451.2	1649020	1651059	-	2040	261
PP_1447	AE015451.2	1651196	1651441	+	246	85
PP_1448	AE015451.2	1651446	1652078	+	633	238
PP_1449	AE015451.2	1652245	1656768	-	4524	404
PP_1450	AE015451.2	1656799	1658493	-	1695	225
PP_1451	AE015451.2	1658642	1659193	-	552	636
PP_1452	AE015451.2	1659219	1659767	-	549	501
PP_1453	AE015451.2	1659891	1660487	+	597	1275
PP_1454	AE015451.2	1660534	1661055	+	522	840
PP_1455	AE015451.2	1661027	1661248	+	222	380
PP_1456	AE015451.2	1661329	1661793	+	465	192
PP_1457	AE015451.2	1661873	1663051	+	1179	1943
PP_1458	AE015451.2	1663095	1664390	-	1296	857
PP_1459	AE015451.2	1664665	1665867	-	1203	711
PP_1460	AE015451.2	1665880	1666728	-	849	779
PP_1461	AE015451.2	1666999	1668372	+	1374	3213
PP_1462	AE015451.2	1668557	1668883	+	327	2322
PP_1463	AE015451.2	1668892	1669425	+	534	3566
PP_1464	AE015451.2	1669432	1670181	+	750	4044
PP_1465	AE015451.2	1670227	1670574	+	348	1761
PP_1466	AE015451.2	1670672	1671076	+	405	142
PP_1467	AE015451.2	1671086	1672888	-	1803	1933
PP_1468	AE015451.2	1672957	1673850	+	894	199
PP_1469	AE015451.2	1673968	1674747	+	780	1389
PP_1470	AE015451.2	1674834	1676135	+	1302	2337
PP_1471	AE015451.2	1676198	1677604	+	1407	2192
PP_5471	AE015451.2	1677738	1678154	+	417	167
PP_1473	AE015451.2	1678237	1678515	+	279	416
PP_1474	AE015451.2	1678708	1679580	-	873	266
PP_1475	AE015451.2	1679604	1680800	-	1197	714
PP_1476	AE015451.2	1680931	1681470	+	540	398
PP_1477	AE015451.2	1681482	1683188	+	1707	745
PP_1478	AE015451.2	1683422	1684525	+	1104	8838
PP_1479	AE015451.2	1684542	1684871	-	330	443
PP_1480	AE015451.2	1684871	1685122	-	252	171
PP_1481	AE015451.2	1685357	1686778	-	1422	2196
PP_1482	AE015451.2	1686799	1687602	-	804	738
PP_1483	AE015451.2	1687595	1688503	-	909	423
PP_1484	AE015451.2	1688508	1689536	-	1029	651
PP_1486	AE015451.2	1689688	1690830	-	1143	3467
PP_1487	AE015451.2	1691053	1691730	+	678	1764
PP_1488	AE015451.2	1691904	1693523	+	1620	3951
PP_1489	AE015451.2	1693532	1694035	+	504	735
PP_1490	AE015451.2	1694035	1695306	+	1272	2057
PP_1491	AE015451.2	1695324	1695968	+	645	957
PP_1492	AE015451.2	1695968	1698253	+	2286	5233
PP_1493	AE015451.2	1698253	1699263	+	1011	2609
PP_1494	AE015451.2	1699315	1700319	+	1005	3236
PP_1495	AE015451.2;AE015451.2	1700460;1700533	1700531;1701552	+;+	1092	1726
PP_1496	AE015451.2	1701649	1703148	+	1500	1559
PP_1497	AE015451.2	1703318	1704031	+	714	256
PP_1498	AE015451.2	1704065	1704610	+	546	1269
PP_1499	AE015451.2	1704636	1705961	+	1326	1996
PP_1500	AE015451.2	1705936	1706856	+	921	799
PP_1501	AE015451.2	1706856	1707179	+	324	286
PP_1502	AE015451.2	1707327	1708115	-	789	4417
PP_1503	AE015451.2	1708169	1708636	-	468	2282
PP_1504	AE015451.2	1708859	1709233	-	375	559
PP_1505	AE015451.2	1709382	1712006	+	2625	1292
PP_1506	AE015451.2	1712267	1712914	+	648	838
PP_1507	AE015451.2	1713057	1713728	+	672	384
PP_1508	AE015451.2	1713833	1714150	+	318	387
PP_1509	AE015451.2	1714157	1715023	+	867	247
PP_1510	AE015451.2	1715055	1715882	+	828	780
PP_1511	AE015451.2	1715885	1716571	+	687	233
PP_1512	AE015451.2	1716580	1717197	-	618	266
PP_1513	AE015451.2	1717302	1718075	+	774	357
PP_1514	AE015451.2	1718271	1719236	+	966	67
PP_1515	AE015451.2	1719372	1720010	-	639	540
PP_1516	AE015451.2	1720261	1721358	+	1098	315
PP_1517	AE015451.2	1721368	1724430	+	3063	594
PP_1518	AE015451.2	1724485	1725168	-	684	802
PP_1519	AE015451.2	1725205	1725600	-	396	670
PP_1520	AE015451.2	1725680	1728163	-	2484	764
PP_1521	AE015451.2	1728236	1728373	-	138	13
PP_1522	AE015451.2	1728397	1728603	+	207	1033
PP_1523	AE015451.2	1728732	1729106	-	375	362
PP_1524	AE015451.2	1729127	1729936	-	810	512
PP_1525	AE015451.2	1729939	1731087	-	1149	510
PP_1526	AE015451.2	1731281	1733869	-	2589	3950
PP_1527	AE015451.2	1733983	1734795	+	813	306
PP_1528	AE015451.2	1734914	1735321	-	408	179
PP_1529	AE015451.2	1735321	1736523	-	1203	748
PP_1530	AE015451.2	1736608	1737639	-	1032	1955
PP_1531	AE015451.2	1737674	1738018	-	345	325
PP_1532	AE015451.2	1738089	1739192	-	1104	555
PP_1533	AE015451.2	1739176	1739415	-	240	11
PP_1534	AE015451.2	1739452	1739766	-	315	75
PP_1535	AE015451.2	1739826	1740287	-	462	91
PP_1536	AE015451.2	1740305	1740685	-	381	82
PP_1537	AE015451.2	1740685	1740909	-	225	16
PP_5472	AE015451.2	1740909	1741163	-	255	32
PP_1538	AE015451.2	1741163	1741912	-	750	120
PP_1539	AE015451.2	1741999	1742862	-	864	323
PP_1540	AE015451.2	1742879	1743172	-	294	76
PP_1541	AE015451.2	1743294	1744211	-	918	258
PP_1542	AE015451.2	1744281	1744874	-	594	311
PP_1543	AE015451.2	1745218	1745760	-	543	460
PP_1544	AE015451.2	1746082	1746465	-	384	1236
PP_1545	AE015451.2	1746550	1747005	-	456	139
PP_1546	AE015451.2	1747005	1747271	-	267	65
PP_5473	AE015451.2	1747293	1747508	-	216	75
PP_5474	AE015451.2	1748042	1748233	-	192	128
PP_1548	AE015451.2	1748233	1748667	-	435	422
PP_5744	AE015451.2	1748999	1749316	+	318	55
PP_1549	AE015451.2	1749387	1750235	-	849	434
PP_1550	AE015451.2	1750324	1750497	+	174	35
PP_1551	AE015451.2	1750642	1751493	+	852	479
PP_1552	AE015451.2	1751594	1752295	+	702	47
PP_1553	AE015451.2	1752301	1752594	+	294	12
PP_1554	AE015451.2	1752594	1753013	+	420	13
PP_1555	AE015451.2	1753031	1754299	+	1269	188
PP_1556	AE015451.2	1754299	1754616	+	318	18
PP_1557	AE015451.2	1754592	1754930	+	339	24
PP_1558	AE015451.2	1754944	1755282	+	339	28
PP_1559	AE015451.2	1755485	1755805	+	321	151
PP_1560	AE015451.2	1755869	1756048	+	180	51
PP_1561	AE015451.2	1756042	1756407	+	366	130
PP_1562	AE015451.2	1756538	1756918	+	381	153
PP_1563	AE015451.2	1756945	1758627	+	1683	739
PP_1564	AE015451.2	1758642	1758803	+	162	65
PP_1565	AE015451.2	1758838	1760130	+	1293	633
PP_1566	AE015451.2	1760130	1760828	+	699	313
PP_1567	AE015451.2	1760853	1762094	+	1242	1115
PP_1568	AE015451.2	1762139	1762360	+	222	107
PP_1569	AE015451.2	1762367	1762840	+	474	225
PP_1570	AE015451.2	1762843	1763181	+	339	175
PP_1571	AE015451.2	1763177	1763659	+	483	282
PP_1572	AE015451.2	1763659	1764024	+	366	200
PP_1573	AE015451.2	1764093	1764824	+	732	294
PP_1574	AE015451.2	1764836	1765303	+	468	228
PP_1575	AE015451.2	1765369	1765527	+	159	49
PP_1576	AE015451.2	1765592	1765912	+	321	94
PP_1577	AE015451.2	1765962	1768400	+	2439	852
PP_1578	AE015451.2	1768400	1768876	+	477	181
PP_5475	AE015451.2	1768876	1769253	+	378	81
PP_1579	AE015451.2	1769253	1772249	+	2997	1029
PP_1580	AE015451.2	1772262	1772714	+	453	208
PP_1581	AE015451.2	1772818	1774806	+	1989	930
PP_1582	AE015451.2	1774821	1775894	+	1074	407
PP_1583	AE015451.2	1775925	1776398	+	474	126
PP_1584	AE015451.2	1776398	1776895	+	498	141
PP_5476	AE015451.2	1776964	1777263	+	300	68
PP_1585	AE015451.2	1777561	1777857	-	297	193
PP_1586	AE015451.2	1777869	1778144	-	276	108
PP_1587	AE015451.2	1778341	1780038	+	1698	635
PP_1588	AE015451.2	1780150	1781343	-	1194	1934
PP_1589	AE015451.2	1781377	1784076	-	2700	5171
PP_1590	AE015451.2	1784121	1784900	-	780	2169
PP_1591	AE015451.2	1785247	1785981	+	735	7885
PP_1592	AE015451.2	1786170	1787030	+	861	5153
PP_1593	AE015451.2	1787215	1787955	+	741	1985
PP_1594	AE015451.2	1787955	1788509	+	555	1916
PP_1595	AE015451.2	1788528	1789280	+	753	1359
PP_1596	AE015451.2	1789283	1790095	+	813	1441
PP_1597	AE015451.2	1790071	1791282	+	1212	2195
PP_1598	AE015451.2	1791351	1792706	+	1356	3053
PP_1599	AE015451.2	1792783	1795140	+	2358	3970
PP_1600	AE015451.2	1795188	1795688	+	501	1476
PP_1601	AE015451.2	1795693	1796745	+	1053	1919
PP_1602	AE015451.2	1796812	1797300	+	489	924
PP_1603	AE015451.2	1797300	1798073	+	774	1143
PP_1604	AE015451.2	1798078	1799202	+	1125	761
PP_1605	AE015451.2	1799207	1799827	+	621	394
PP_1606	AE015451.2	1800017	1803538	+	3522	3050
PP_1607	AE015451.2	1803648	1804592	+	945	3146
PP_1608	AE015451.2	1804767	1806047	+	1281	1227
PP_1609	AE015451.2	1806096	1806233	+	138	911
PP_1610	AE015451.2	1806318	1807943	+	1626	8488
PP_1611	AE015451.2	1807950	1808792	+	843	2528
PP_1612	AE015451.2	1808950	1810236	+	1287	4111
PP_1613	AE015451.2	1810408	1810686	+	279	485
PP_1614	AE015451.2	1810686	1811390	+	705	702
PP_1615	AE015451.2	1811524	1812417	-	894	464
PP_1616	AE015451.2	1812522	1813634	+	1113	887
PP_1617	AE015451.2	1813646	1814497	+	852	488
PP_1618	AE015451.2	1814613	1815083	+	471	533
PP_1619	AE015451.2	1815083	1816138	+	1056	765
PP_1620	AE015451.2	1816129	1816875	+	747	1119
PP_1621	AE015451.2	1816857	1817549	+	693	1157
PP_1622	AE015451.2	1817859	1818644	+	786	7319
PP_1623	AE015451.2	1818756	1819760	+	1005	10092
PP_1624	AE015451.2	1820238	1821656	+	1419	4
PP_1625	AE015451.2	1822219	1822539	-	321	744
PP_1626	AE015451.2	1822683	1825253	-	2571	1016
PP_1627	AE015451.2	1825414	1826502	+	1089	139
PP_1628	AE015451.2	1826561	1827040	+	480	339
PP_1629	AE015451.2	1827147	1828211	+	1065	2259
PP_1630	AE015451.2	1828236	1828703	+	468	506
PP_1631	AE015451.2	1828986	1830101	-	1116	3383
PP_1632	AE015451.2	1830262	1830468	+	207	319
PP_1633	AE015451.2	1830489	1830905	-	417	896
PP_1634	AE015451.2	1831122	1831829	+	708	232
PP_1635	AE015451.2	1832012	1832659	+	648	869
PP_1636	AE015451.2	1832736	1833098	+	363	735
PP_1637	AE015451.2	1833101	1834024	-	924	691
PP_1638	AE015451.2	1834142	1834918	+	777	860
PP_1639	AE015451.2	1835067	1835558	-	492	994
PP_1640	AE015451.2	1835693	1836289	-	597	10379
PP_1641	AE015451.2	1836553	1837374	+	822	865
PP_1642	AE015451.2	1837382	1838050	+	669	329
PP_1643	AE015451.2	1838160	1838570	-	411	204
PP_1644	AE015451.2	1838566	1839168	-	603	424
PP_1645	AE015451.2	1839168	1839518	-	351	384
PP_1646	AE015451.2	1839604	1840065	+	462	1022
PP_1647	AE015451.2	1840107	1840535	-	429	302
PP_1648	AE015451.2	1840508	1840942	-	435	276
PP_1649	AE015451.2	1840977	1842002	-	1026	1096
PP_1650	AE015451.2	1842043	1844793	-	2751	1433
PP_1651	AE015451.2	1844945	1845703	+	759	125
PP_1652	AE015451.2	1845710	1847083	+	1374	707
PP_1653	AE015451.2	1847280	1848242	+	963	0
PP_1654	AE015451.2	1848560	1849456	+	897	1281
PP_1655	AE015451.2	1849460	1850815	+	1356	2186
PP_1656	AE015451.2	1850915	1853152	+	2238	5265
PP_1657	AE015451.2	1853279	1854109	+	831	1454
PP_1658	AE015451.2	1854139	1854675	+	537	1947
PP_1659	AE015451.2	1854989	1856326	+	1338	1017
PP_1660	AE015451.2	1856295	1856822	+	528	225
PP_1661	AE015451.2	1856822	1859077	+	2256	19994
PP_1662	AE015451.2	1859184	1859408	-	225	58799
PP_1663	AE015451.2	1859567	1860274	-	708	2247
PP_1664	AE015451.2	1860286	1860936	-	651	913
PP_1665	AE015451.2	1860939	1861994	-	1056	1789
PP_1666	AE015451.2	1862315	1863379	+	1065	1390
PP_1667	AE015451.2	1863395	1864465	+	1071	1021
PP_1668	AE015451.2	1864667	1865371	+	705	794
PP_1669	AE015451.2	1865496	1866137	+	642	531
PP_1670	AE015451.2	1866283	1866813	+	531	1951
PP_1672	AE015451.2	1867279	1867887	+	609	512
PP_1673	AE015451.2	1867887	1869179	+	1293	690
PP_1674	AE015451.2	1869179	1869826	+	648	172
PP_1675	AE015451.2	1869811	1870731	+	921	396
PP_1676	AE015451.2	1870727	1871716	+	990	482
PP_1677	AE015451.2	1871716	1873167	+	1452	556
PP_1678	AE015451.2	1873172	1873690	+	519	216
PP_1679	AE015451.2	1873690	1874742	+	1053	617
PP_1680	AE015451.2	1874742	1875305	+	564	295
PP_1681	AE015451.2	1875277	1876029	+	753	249
PP_1682	AE015451.2	1876186	1877364	+	1179	402
PP_1683	AE015451.2	1877430	1877831	+	402	113
PP_1684	AE015451.2	1877879	1879096	+	1218	131
PP_1685	AE015451.2	1879096	1879215	+	120	2
PP_1686	AE015451.2	1879208	1879813	+	606	2162
PP_1687	AE015451.2	1879955	1880251	-	297	431
PP_1688	AE015451.2	1880327	1881253	+	927	319
PP_1689	AE015451.2	1881301	1882563	-	1263	3191
PP_1690	AE015451.2	1882714	1883193	-	480	2233
PP_1691	AE015451.2	1883446	1883667	-	222	343
PP_1692	AE015451.2	1884618	1885034	+	417	40
PP_1694	AE015451.2	1885334	1886818	+	1485	506
PP_1695	AE015451.2	1886796	1890272	-	3477	2886
PP_1696	AE015451.2	1890402	1891577	-	1176	519
PP_1697	AE015451.2	1891759	1892487	+	729	175
PP_1698	AE015451.2	1892585	1893856	+	1272	98
PP_1699	AE015451.2	1893875	1894714	+	840	40
PP_1700	AE015451.2	1894767	1896749	+	1983	609
PP_1701	AE015451.2	1896759	1897073	-	315	148
PP_1702	AE015451.2	1897294	1898211	-	918	719
PP_1703	AE015451.2	1899450	1903472	+	4023	235
PP_1705	AE015451.2	1903746	1906295	+	2550	50
PP_1706	AE015451.2	1906298	1906657	+	360	6
PP_1707	AE015451.2	1906791	1907738	-	948	67
PP_1708	AE015451.2	1907766	1908521	-	756	60
PP_1709	AE015451.2	1908543	1909250	-	708	29
PP_1710	AE015451.2	1909474	1910811	-	1338	80
PP_1711	AE015451.2	1911107	1912033	+	927	140
PP_1712	AE015451.2	1912065	1913471	-	1407	1157
PP_1713	AE015451.2	1913634	1914563	+	930	487
PP_1714	AE015451.2	1914820	1915569	+	750	8450
PP_1715	AE015451.2	1915861	1916295	+	435	376
PP_1716	AE015451.2	1916413	1916748	+	336	1461
PP_1717	AE015451.2	1916748	1917113	+	366	713
PP_1718	AE015451.2	1917145	1918224	-	1080	789
PP_1719	AE015451.2	1918345	1920456	-	2112	9710
PP_1720	AE015451.2	1920563	1921522	+	960	1290
PP_1721	AE015451.2	1921589	1922239	-	651	875
PP_1722	AE015451.2	1922257	1923243	-	987	1141
PP_1723	AE015451.2	1923248	1924039	-	792	581
PP_1724	AE015451.2	1924032	1924868	-	837	491
PP_1725	AE015451.2	1924868	1925701	-	834	1033
PP_1726	AE015451.2	1925804	1926865	-	1062	5109
PP_1727	AE015451.2	1927193	1927903	+	711	1190
PP_1728	AE015451.2	1927941	1930091	-	2151	1223
PP_1729	AE015451.2	1930133	1930333	-	201	171
PP_1730	AE015451.2	1930441	1931727	-	1287	944
PP_1731	AE015451.2	1931901	1932533	-	633	269
PP_1732	AE015451.2	1932686	1932937	-	252	505
PP_1733	AE015451.2	1932944	1933753	-	810	3121
PP_1734	AE015451.2	1933866	1934690	-	825	959
PP_1735	AE015451.2	1934736	1935668	+	933	294
PP_1736	AE015451.2	1935699	1936844	+	1146	374
PP_1737	AE015451.2	1936940	1937683	-	744	721
PP_1738	AE015451.2	1937760	1939055	-	1296	829
PP_1739	AE015451.2	1939234	1939608	+	375	98
PP_1740	AE015451.2	1939702	1941276	-	1575	643
PP_1741	AE015451.2	1941459	1942319	+	861	5504
PP_1742	AE015451.2	1942527	1942835	+	309	57
PP_1743	AE015451.2	1942835	1944496	+	1662	233
PP_1744	AE015451.2	1944764	1944913	-	150	328
PP_1745	AE015451.2	1945120	1945926	+	807	294
PP_1746	AE015451.2	1946050	1946226	+	177	50
PP_1747	AE015451.2	1946247	1946471	-	225	87
PP_1748	AE015451.2	1946558	1947739	-	1182	539
PP_1749	AE015451.2	1947912	1949654	-	1743	1682
PP_1750	AE015451.2	1949661	1951445	-	1785	1913
PP_1751	AE015451.2	1951579	1953540	-	1962	919
PP_1752	AE015451.2	1953677	1955167	+	1491	2762
PP_1753	AE015451.2	1955363	1956334	+	972	274
PP_1754	AE015451.2	1956412	1957569	+	1158	473
PP_1755	AE015451.2	1957672	1959063	-	1392	6181
PP_1756	AE015451.2	1959218	1959739	+	522	2384
PP_1757	AE015451.2	1959753	1960046	+	294	662
PP_1758	AE015451.2	1960177	1961106	+	930	2199
PP_1759	AE015451.2	1961146	1961742	+	597	1519
PP_1760	AE015451.2	1961738	1963567	+	1830	1865
PP_1761	AE015451.2	1963789	1966311	+	2523	9532
PP_1762	AE015451.2	1966345	1967127	+	783	3407
PP_1763	AE015451.2	1967252	1967989	-	738	1504
PP_1764	AE015451.2	1968150	1968818	-	669	615
PP_1765	AE015451.2	1968824	1969519	-	696	506
PP_1766	AE015451.2	1969630	1970703	+	1074	542
PP_1767	AE015451.2	1971072	1973840	+	2769	4491
PP_1768	AE015451.2	1973991	1975073	+	1083	1466
PP_1769	AE015451.2	1975069	1976169	+	1101	1390
PP_1770	AE015451.2	1976337	1978574	+	2238	3129
PP_1771	AE015451.2	1978574	1979257	+	684	3403
PP_1772	AE015451.2	1979331	1981058	+	1728	22005
PP_1773	AE015451.2	1981361	1981660	+	300	532
PP_1774	AE015451.2	1981632	1981943	+	312	413
PP_1775	AE015451.2	1982049	1983479	+	1431	197
PP_1776	AE015451.2	1983810	1985249	+	1440	2659
PP_1777	AE015451.2	1985382	1986740	+	1359	755
PP_1778	AE015451.2	1986746	1987537	+	792	284
PP_1779	AE015451.2	1987537	1988751	+	1215	942
PP_1780	AE015451.2	1988751	1993559	+	4809	4361
PP_1781	AE015451.2	1993663	1994748	-	1086	402
PP_1782	AE015451.2	1996042	1996587	-	546	441
PP_1783	AE015451.2	1996590	1997468	-	879	843
PP_1784	AE015451.2	1997483	1998382	-	900	756
PP_1785	AE015451.2	1998382	1999479	-	1098	1000
PP_1786	AE015451.2	2000060	2003500	+	3441	2014
PP_1787	AE015451.2	2003500	2004507	+	1008	564
PP_1788	AE015451.2	2004663	2005739	-	1077	236
PP_1789	AE015451.2	2005989	2006669	-	681	504
PP_1790	AE015451.2	2006669	2007361	-	693	597
PP_1791	AE015451.2	2007361	2008962	-	1602	1811
PP_1792	AE015451.2	2009007	2011433	-	2427	2398
PP_1793	AE015451.2	2011436	2014021	-	2586	2688
PP_1794	AE015451.2	2014048	2015487	-	1440	11332
PP_1795	AE015451.2	2015508	2016392	-	885	5100
PP_1797	AE015451.2	2018726	2020048	+	1323	808
PP_1798	AE015451.2	2020048	2021460	+	1413	762
PP_1799	AE015451.2	2021902	2022966	+	1065	5877
PP_1800	AE015451.2	2022969	2023862	+	894	2178
PP_1801	AE015451.2	2023862	2025001	+	1140	2404
PP_1802	AE015451.2	2025001	2026107	+	1107	1547
PP_1803	AE015451.2	2026243	2027211	+	969	824
PP_1804	AE015451.2	2027211	2028212	+	1002	491
PP_1805	AE015451.2	2028261	2030324	+	2064	1980
PP_1806	AE015451.2	2030374	2031324	+	951	788
PP_1807	AE015451.2	2031405	2032244	-	840	733
PP_1808	AE015451.2	2032520	2034181	+	1662	1227
PP_5477	AE015451.2	2035628	2036014	-	387	177
PP_1810	AE015451.2	2036666	2037403	+	738	44
PP_5478	AE015451.2	2037608	2037880	-	273	40
PP_1811	AE015451.2	2038340	2039479	-	1140	1456
PP_1812	AE015451.2	2039604	2039801	-	198	16
PP_1813	AE015451.2	2039899	2040234	+	336	243
PP_1814	AE015451.2	2040277	2040441	-	165	566
PP_1815	AE015451.2	2040625	2041323	+	699	945
PP_1816	AE015451.2	2041557	2042555	-	999	2693
PP_1817	AE015451.2	2042733	2043491	+	759	375
PP_1818	AE015451.2	2043641	2044381	-	741	37
PP_1819	AE015451.2	2044787	2046724	+	1938	1591
PP_1820	AE015451.2	2046827	2048020	-	1194	516
PP_1821	AE015451.2	2048159	2048758	+	600	836
PP_1822	AE015451.2	2048903	2049271	-	369	445
PP_1823	AE015451.2	2049334	2049903	-	570	1506
PP_1824	AE015451.2	2049950	2050507	-	558	1156
PP_1825	AE015451.2	2050685	2051002	-	318	1417
PP_1826	AE015451.2	2051091	2051678	-	588	1595
PP_1827	AE015451.2	2051860	2052765	+	906	1381
PP_1828	AE015451.2	2052821	2053600	-	780	180
PP_1829	AE015451.2	2053669	2054625	-	957	390
PP_1830	AE015451.2	2054860	2055948	+	1089	1772
PP_1831	AE015451.2	2056094	2057245	+	1152	123
PP_1832	AE015451.2	2057248	2057781	+	534	216
PP_1833	AE015451.2	2057915	2058214	-	300	276
PP_1834	AE015451.2	2058451	2058972	+	522	323
PP_1835	AE015451.2	2059036	2059563	+	528	445
PP_1836	AE015451.2	2059693	2060628	-	936	382
PP_1837	AE015451.2	2060755	2060943	+	189	322
PP_1838	AE015451.2	2061086	2063140	+	2055	1695
PP_1839	AE015451.2	2063350	2063583	+	234	187
PP_1840	AE015451.2	2063764	2064093	+	330	730
PP_1841	AE015451.2	2064200	2064997	-	798	509
PP_1842	AE015451.2	2065527	2066258	+	732	659
PP_1843	AE015451.2	2066305	2067273	-	969	1398
PP_1844	AE015451.2	2067345	2068055	-	711	170
PP_1845	AE015451.2	2068179	2068865	-	687	308
PP_1846	AE015451.2	2069627	2071045	+	1419	1
PP_1847	AE015451.2	2071278	2073407	-	2130	318
PP_1849	AE015451.2	2073611	2073988	-	378	549
PP_1850	AE015451.2	2074194	2075378	-	1185	190
PP_5479	AE015451.2	2075485	2076360	+	876	221
PP_1852	AE015451.2	2076412	2077158	-	747	955
PP_1853	AE015451.2	2077277	2078212	+	936	193
PP_1854	AE015451.2	2078333	2078800	-	468	155
PP_1855	AE015451.2	2078806	2079201	-	396	205
PP_1857	AE015451.2	2079331	2080461	+	1131	281
PP_1858	AE015451.2	2080513	2081079	+	567	4313
PP_1859	AE015451.2	2081200	2081625	-	426	6867
PP_1860	AE015451.2	2081769	2082221	-	453	649
PP_1861	AE015451.2	2082283	2083233	-	951	336
PP_1862	AE015451.2	2083347	2084093	+	747	55
PP_1863	AE015451.2	2084128	2084976	-	849	247
PP_1864	AE015451.2	2085139	2085288	+	150	18
PP_1865	AE015451.2	2085886	2087184	+	1299	12
PP_1866	AE015451.2	2088108	2089451	-	1344	1117
PP_1867	AE015451.2	2089568	2090320	+	753	426
PP_1868	AE015451.2	2090675	2092351	+	1677	1302
PP_1869	AE015451.2	2092448	2093239	-	792	53
PP_1870	AE015451.2	2093314	2093961	+	648	87
PP_1871	AE015451.2	2094065	2094949	-	885	3376
PP_1872	AE015451.2	2095269	2096477	-	1209	1695
PP_1873	AE015451.2	2096645	2097037	+	393	1525
PP_1874	AE015451.2	2097054	2097539	+	486	1156
PP_1875	AE015451.2	2097535	2099889	-	2355	2542
PP_1876	AE015451.2	2100094	2100978	+	885	397
PP_1877	AE015451.2	2100982	2101461	+	480	299
PP_1878	AE015451.2	2101543	2102307	-	765	1228
PP_1879	AE015451.2	2103372	2104883	-	1512	266
PP_1880	AE015451.2	2104927	2107116	-	2190	244
PP_1881	AE015451.2	2107308	2109329	-	2022	220
PP_1882	AE015451.2	2109390	2114285	-	4896	498
PP_1883	AE015451.2	2114481	2116283	+	1803	75
PP_1884	AE015451.2	2116325	2118787	+	2463	250
PP_1885	AE015451.2	2118850	2121201	+	2352	241
PP_1886	AE015451.2	2121173	2124097	+	2925	300
PP_5480	AE015451.2	2124097	2124603	+	507	16
PP_1887	AE015451.2	2124630	2128499	+	3870	1769
PP_1888	AE015451.2	2128555	2129646	-	1092	156
PP_1889	AE015451.2	2129706	2132198	-	2493	247
PP_1890	AE015451.2	2132235	2133011	-	777	13
PP_1891	AE015451.2	2133068	2133604	-	537	86
PP_1892	AE015451.2	2133827	2134234	-	408	893
PP_1893	AE015451.2	2134306	2136750	-	2445	8211
PP_1894	AE015451.2	2137141	2137761	+	621	1018
PP_1895	AE015451.2	2137898	2138827	+	930	522
PP_1896	AE015451.2	2138827	2139603	+	777	397
PP_5481	AE015451.2	2139493	2140122	-	630	818
PP_1897	AE015451.2	2140265	2142475	+	2211	713
PP_1898	AE015451.2	2142550	2143221	+	672	744
PP_1899	AE015451.2	2143221	2143652	+	432	365
PP_1900	AE015451.2	2143652	2144653	+	1002	1069
PP_1901	AE015451.2	2144701	2144883	+	183	304
PP_1902	AE015451.2	2144883	2145644	+	762	1258
PP_1903	AE015451.2	2145647	2146108	+	462	423
PP_1904	AE015451.2	2146072	2147124	+	1053	765
PP_1905	AE015451.2	2147247	2150519	-	3273	3654
PP_1906	AE015451.2	2151317	2152270	+	954	730
PP_1907	AE015451.2	2152277	2152948	+	672	413
PP_1908	AE015451.2	2152958	2153944	+	987	756
PP_1909	AE015451.2	2154160	2154771	-	612	329
PP_1910	AE015451.2	2154832	2155356	+	525	7585
PP_1911	AE015451.2	2155373	2155552	+	180	1273
PP_1912	AE015451.2	2155559	2156566	+	1008	1360
PP_1913	AE015451.2	2156697	2157632	+	936	3670
PP_1914	AE015451.2	2157651	2158388	+	738	4482
PP_1915	AE015451.2	2158595	2158828	+	234	9514
PP_1916	AE015451.2	2159019	2160260	+	1242	3675
PP_1917	AE015451.2	2160263	2161075	+	813	888
