# Program:featureCounts v2.0.6; Command:"featureCounts" "-T4" "-t" "CDS" "-a" "data/ref/GCA_000007565.2_ASM756v2_genomic.gtf" "-o" "results/counts/counts-SRR7405887-bwa.txt" "results/alignment/bwa/SRR7405887.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/bwa/SRR7405887.sorted.bam
PP_1496	AE015451.2	1701649	1703148	+	1500	1802
PP_1497	AE015451.2	1703318	1704031	+	714	254
PP_1498	AE015451.2	1704065	1704610	+	546	769
PP_1499	AE015451.2	1704636	1705961	+	1326	1149
PP_1500	AE015451.2	1705936	1706856	+	921	478
PP_1501	AE015451.2	1706856	1707179	+	324	155
PP_1502	AE015451.2	1707327	1708115	-	789	3144
PP_1503	AE015451.2	1708169	1708636	-	468	1931
PP_1504	AE015451.2	1708859	1709233	-	375	293
PP_1505	AE015451.2	1709382	1712006	+	2625	1231
PP_1506	AE015451.2	1712267	1712914	+	648	2347
PP_1507	AE015451.2	1713057	1713728	+	672	343
PP_1508	AE015451.2	1713833	1714150	+	318	346
PP_1509	AE015451.2	1714157	1715023	+	867	261
PP_1510	AE015451.2	1715055	1715882	+	828	569
PP_1511	AE015451.2	1715885	1716571	+	687	206
PP_1512	AE015451.2	1716580	1717197	-	618	209
PP_1513	AE015451.2	1717302	1718075	+	774	324
PP_1514	AE015451.2	1718271	1719236	+	966	36
PP_1515	AE015451.2	1719372	1720010	-	639	392
PP_1516	AE015451.2	1720261	1721358	+	1098	295
PP_1517	AE015451.2	1721368	1724430	+	3063	437
PP_1518	AE015451.2	1724485	1725168	-	684	709
PP_1519	AE015451.2	1725205	1725600	-	396	465
PP_1520	AE015451.2	1725680	1728163	-	2484	708
PP_1521	AE015451.2	1728236	1728373	-	138	7
PP_1522	AE015451.2	1728397	1728603	+	207	590
PP_1523	AE015451.2	1728732	1729106	-	375	261
PP_1524	AE015451.2	1729127	1729936	-	810	305
PP_1525	AE015451.2	1729939	1731087	-	1149	396
PP_1526	AE015451.2	1731281	1733869	-	2589	1778
PP_1527	AE015451.2	1733983	1734795	+	813	269
PP_1528	AE015451.2	1734914	1735321	-	408	209
PP_1529	AE015451.2	1735321	1736523	-	1203	809
PP_1530	AE015451.2	1736608	1737639	-	1032	2825
PP_1531	AE015451.2	1737674	1738018	-	345	467
PP_1532	AE015451.2	1738089	1739192	-	1104	292
PP_1533	AE015451.2	1739176	1739415	-	240	6
PP_1534	AE015451.2	1739452	1739766	-	315	38
PP_1535	AE015451.2	1739826	1740287	-	462	76
PP_1536	AE015451.2	1740305	1740685	-	381	26
PP_1537	AE015451.2	1740685	1740909	-	225	10
PP_5472	AE015451.2	1740909	1741163	-	255	22
PP_1538	AE015451.2	1741163	1741912	-	750	73
PP_1539	AE015451.2	1741999	1742862	-	864	221
PP_1540	AE015451.2	1742879	1743172	-	294	75
PP_1541	AE015451.2	1743294	1744211	-	918	168
PP_1542	AE015451.2	1744281	1744874	-	594	250
PP_1543	AE015451.2	1745218	1745760	-	543	465
PP_1544	AE015451.2	1746082	1746465	-	384	761
PP_1545	AE015451.2	1746550	1747005	-	456	81
PP_1546	AE015451.2	1747005	1747271	-	267	40
PP_5473	AE015451.2	1747293	1747508	-	216	33
PP_5474	AE015451.2	1748042	1748233	-	192	70
PP_1548	AE015451.2	1748233	1748667	-	435	217
PP_5744	AE015451.2	1748999	1749316	+	318	63
PP_1549	AE015451.2	1749387	1750235	-	849	353
PP_1550	AE015451.2	1750324	1750497	+	174	15
PP_1551	AE015451.2	1750642	1751493	+	852	197
PP_1552	AE015451.2	1751594	1752295	+	702	45
PP_1553	AE015451.2	1752301	1752594	+	294	8
PP_1554	AE015451.2	1752594	1753013	+	420	12
PP_1555	AE015451.2	1753031	1754299	+	1269	155
PP_1556	AE015451.2	1754299	1754616	+	318	19
PP_1557	AE015451.2	1754592	1754930	+	339	5
PP_1558	AE015451.2	1754944	1755282	+	339	13
PP_1559	AE015451.2	1755485	1755805	+	321	52
PP_1560	AE015451.2	1755869	1756048	+	180	24
PP_1561	AE015451.2	1756042	1756407	+	366	46
PP_1562	AE015451.2	1756538	1756918	+	381	89
PP_1563	AE015451.2	1756945	1758627	+	1683	304
PP_1564	AE015451.2	1758642	1758803	+	162	27
PP_1565	AE015451.2	1758838	1760130	+	1293	352
PP_1566	AE015451.2	1760130	1760828	+	699	167
PP_1567	AE015451.2	1760853	1762094	+	1242	646
PP_1568	AE015451.2	1762139	1762360	+	222	53
PP_1569	AE015451.2	1762367	1762840	+	474	151
PP_1570	AE015451.2	1762843	1763181	+	339	87
PP_1571	AE015451.2	1763177	1763659	+	483	169
PP_1572	AE015451.2	1763659	1764024	+	366	103
PP_1573	AE015451.2	1764093	1764824	+	732	234
PP_1574	AE015451.2	1764836	1765303	+	468	122
PP_1575	AE015451.2	1765369	1765527	+	159	32
PP_1576	AE015451.2	1765592	1765912	+	321	44
PP_1577	AE015451.2	1765962	1768400	+	2439	438
PP_1578	AE015451.2	1768400	1768876	+	477	81
PP_5475	AE015451.2	1768876	1769253	+	378	58
PP_1579	AE015451.2	1769253	1772249	+	2997	523
PP_1580	AE015451.2	1772262	1772714	+	453	113
PP_1581	AE015451.2	1772818	1774806	+	1989	463
PP_1582	AE015451.2	1774821	1775894	+	1074	206
PP_1583	AE015451.2	1775925	1776398	+	474	80
PP_1584	AE015451.2	1776398	1776895	+	498	113
PP_5476	AE015451.2	1776964	1777263	+	300	47
PP_1585	AE015451.2	1777561	1777857	-	297	192
PP_1586	AE015451.2	1777869	1778144	-	276	144
PP_1587	AE015451.2	1778341	1780038	+	1698	1290
PP_1588	AE015451.2	1780150	1781343	-	1194	1515
PP_1589	AE015451.2	1781377	1784076	-	2700	3660
PP_1590	AE015451.2	1784121	1784900	-	780	1750
PP_1591	AE015451.2	1785247	1785981	+	735	9853
PP_1592	AE015451.2	1786170	1787030	+	861	6987
PP_1593	AE015451.2	1787215	1787955	+	741	1560
PP_1594	AE015451.2	1787955	1788509	+	555	1743
PP_1595	AE015451.2	1788528	1789280	+	753	1159
PP_1596	AE015451.2	1789283	1790095	+	813	1166
PP_1597	AE015451.2	1790071	1791282	+	1212	1774
PP_1598	AE015451.2	1791351	1792706	+	1356	2323
PP_1599	AE015451.2	1792783	1795140	+	2358	3553
PP_1600	AE015451.2	1795188	1795688	+	501	1631
PP_1601	AE015451.2	1795693	1796745	+	1053	1972
PP_1602	AE015451.2	1796812	1797300	+	489	895
PP_1603	AE015451.2	1797300	1798073	+	774	1046
PP_1604	AE015451.2	1798078	1799202	+	1125	790
PP_1605	AE015451.2	1799207	1799827	+	621	380
PP_1606	AE015451.2	1800017	1803538	+	3522	2601
PP_1607	AE015451.2	1803648	1804592	+	945	2334
PP_1608	AE015451.2	1804767	1806047	+	1281	822
PP_1609	AE015451.2	1806096	1806233	+	138	589
PP_1610	AE015451.2	1806318	1807943	+	1626	5686
PP_1611	AE015451.2	1807950	1808792	+	843	1664
PP_1612	AE015451.2	1808950	1810236	+	1287	3659
PP_1613	AE015451.2	1810408	1810686	+	279	325
PP_1614	AE015451.2	1810686	1811390	+	705	521
PP_1615	AE015451.2	1811524	1812417	-	894	372
PP_1616	AE015451.2	1812522	1813634	+	1113	713
PP_1617	AE015451.2	1813646	1814497	+	852	345
PP_1618	AE015451.2	1814613	1815083	+	471	400
PP_1619	AE015451.2	1815083	1816138	+	1056	687
PP_1620	AE015451.2	1816129	1816875	+	747	1067
PP_1621	AE015451.2	1816857	1817549	+	693	967
PP_1622	AE015451.2	1817859	1818644	+	786	4726
PP_1623	AE015451.2	1818756	1819760	+	1005	4591
PP_1624	AE015451.2	1820238	1821656	+	1419	1
PP_1625	AE015451.2	1822219	1822539	-	321	1279
PP_1626	AE015451.2	1822683	1825253	-	2571	1013
PP_1627	AE015451.2	1825414	1826502	+	1089	152
PP_1628	AE015451.2	1826561	1827040	+	480	323
PP_1629	AE015451.2	1827147	1828211	+	1065	2900
PP_1630	AE015451.2	1828236	1828703	+	468	339
PP_1631	AE015451.2	1828986	1830101	-	1116	1735
PP_1632	AE015451.2	1830262	1830468	+	207	293
PP_1633	AE015451.2	1830489	1830905	-	417	1092
PP_1634	AE015451.2	1831122	1831829	+	708	306
PP_1635	AE015451.2	1832012	1832659	+	648	1512
PP_1636	AE015451.2	1832736	1833098	+	363	2742
PP_1637	AE015451.2	1833101	1834024	-	924	2058
PP_1638	AE015451.2	1834142	1834918	+	777	3505
PP_1639	AE015451.2	1835067	1835558	-	492	566
PP_1640	AE015451.2	1835693	1836289	-	597	2745
PP_1641	AE015451.2	1836553	1837374	+	822	768
PP_1642	AE015451.2	1837382	1838050	+	669	339
PP_1643	AE015451.2	1838160	1838570	-	411	238
PP_1644	AE015451.2	1838566	1839168	-	603	538
PP_1645	AE015451.2	1839168	1839518	-	351	391
PP_1646	AE015451.2	1839604	1840065	+	462	816
PP_1647	AE015451.2	1840107	1840535	-	429	242
PP_1648	AE015451.2	1840508	1840942	-	435	233
PP_1649	AE015451.2	1840977	1842002	-	1026	647
PP_1650	AE015451.2	1842043	1844793	-	2751	972
PP_1651	AE015451.2	1844945	1845703	+	759	166
PP_1652	AE015451.2	1845710	1847083	+	1374	578
PP_1653	AE015451.2	1847280	1848242	+	963	0
PP_1654	AE015451.2	1848560	1849456	+	897	1635
PP_1655	AE015451.2	1849460	1850815	+	1356	2288
PP_1656	AE015451.2	1850915	1853152	+	2238	4831
PP_1657	AE015451.2	1853279	1854109	+	831	1196
PP_1658	AE015451.2	1854139	1854675	+	537	1951
PP_1659	AE015451.2	1854989	1856326	+	1338	404
PP_1660	AE015451.2	1856295	1856822	+	528	83
PP_1661	AE015451.2	1856822	1859077	+	2256	5445
PP_1662	AE015451.2	1859184	1859408	-	225	13426
PP_1663	AE015451.2	1859567	1860274	-	708	3046
PP_1664	AE015451.2	1860286	1860936	-	651	1121
PP_1665	AE015451.2	1860939	1861994	-	1056	1823
PP_1666	AE015451.2	1862315	1863379	+	1065	934
PP_1667	AE015451.2	1863395	1864465	+	1071	638
PP_1668	AE015451.2	1864667	1865371	+	705	659
PP_1669	AE015451.2	1865496	1866137	+	642	501
PP_1670	AE015451.2	1866283	1866813	+	531	478
PP_1672	AE015451.2	1867279	1867887	+	609	302
PP_1673	AE015451.2	1867887	1869179	+	1293	405
PP_1674	AE015451.2	1869179	1869826	+	648	113
PP_1675	AE015451.2	1869811	1870731	+	921	224
PP_1676	AE015451.2	1870727	1871716	+	990	245
PP_1677	AE015451.2	1871716	1873167	+	1452	357
PP_1678	AE015451.2	1873172	1873690	+	519	140
PP_1679	AE015451.2	1873690	1874742	+	1053	421
PP_1680	AE015451.2	1874742	1875305	+	564	191
PP_1681	AE015451.2	1875277	1876029	+	753	129
PP_1682	AE015451.2	1876186	1877364	+	1179	959
PP_1683	AE015451.2	1877430	1877831	+	402	66
PP_1684	AE015451.2	1877879	1879096	+	1218	124
PP_1685	AE015451.2	1879096	1879215	+	120	0
PP_1686	AE015451.2	1879208	1879813	+	606	1036
PP_1687	AE015451.2	1879955	1880251	-	297	203
PP_1688	AE015451.2	1880327	1881253	+	927	104
PP_1689	AE015451.2	1881301	1882563	-	1263	1031
PP_1690	AE015451.2	1882714	1883193	-	480	568
PP_1691	AE015451.2	1883446	1883667	-	222	472
PP_1692	AE015451.2	1884618	1885034	+	417	59
PP_1694	AE015451.2	1885334	1886818	+	1485	338
PP_1695	AE015451.2	1886796	1890272	-	3477	2713
PP_1696	AE015451.2	1890402	1891577	-	1176	258
PP_1697	AE015451.2	1891759	1892487	+	729	89
PP_1698	AE015451.2	1892585	1893856	+	1272	55
PP_1699	AE015451.2	1893875	1894714	+	840	19
PP_1700	AE015451.2	1894767	1896749	+	1983	398
PP_1701	AE015451.2	1896759	1897073	-	315	155
PP_1702	AE015451.2	1897294	1898211	-	918	651
PP_1703	AE015451.2	1899450	1903472	+	4023	148
PP_1705	AE015451.2	1903746	1906295	+	2550	23
PP_1706	AE015451.2	1906298	1906657	+	360	1
PP_1707	AE015451.2	1906791	1907738	-	948	61
PP_1708	AE015451.2	1907766	1908521	-	756	29
PP_1709	AE015451.2	1908543	1909250	-	708	17
PP_1710	AE015451.2	1909474	1910811	-	1338	32
PP_1711	AE015451.2	1911107	1912033	+	927	133
PP_1712	AE015451.2	1912065	1913471	-	1407	636
PP_1713	AE015451.2	1913634	1914563	+	930	363
PP_1714	AE015451.2	1914820	1915569	+	750	11296
PP_1715	AE015451.2	1915861	1916295	+	435	383
PP_1716	AE015451.2	1916413	1916748	+	336	941
PP_1717	AE015451.2	1916748	1917113	+	366	552
PP_1718	AE015451.2	1917145	1918224	-	1080	856
PP_1719	AE015451.2	1918345	1920456	-	2112	8936
PP_1720	AE015451.2	1920563	1921522	+	960	1093
PP_1721	AE015451.2	1921589	1922239	-	651	489
PP_1722	AE015451.2	1922257	1923243	-	987	815
PP_1723	AE015451.2	1923248	1924039	-	792	328
PP_1724	AE015451.2	1924032	1924868	-	837	290
PP_1725	AE015451.2	1924868	1925701	-	834	579
PP_1726	AE015451.2	1925804	1926865	-	1062	1649
PP_1727	AE015451.2	1927193	1927903	+	711	464
PP_1728	AE015451.2	1927941	1930091	-	2151	693
PP_1729	AE015451.2	1930133	1930333	-	201	52
PP_1730	AE015451.2	1930441	1931727	-	1287	672
PP_1731	AE015451.2	1931901	1932533	-	633	381
PP_1732	AE015451.2	1932686	1932937	-	252	455
PP_1733	AE015451.2	1932944	1933753	-	810	2927
PP_1734	AE015451.2	1933866	1934690	-	825	1065
PP_1735	AE015451.2	1934736	1935668	+	933	313
PP_1736	AE015451.2	1935699	1936844	+	1146	341
PP_1737	AE015451.2	1936940	1937683	-	744	633
PP_1738	AE015451.2	1937760	1939055	-	1296	861
PP_1739	AE015451.2	1939234	1939608	+	375	107
PP_1740	AE015451.2	1939702	1941276	-	1575	490
PP_1741	AE015451.2	1941459	1942319	+	861	2352
PP_1742	AE015451.2	1942527	1942835	+	309	138
PP_1743	AE015451.2	1942835	1944496	+	1662	524
PP_1744	AE015451.2	1944764	1944913	-	150	359
PP_1745	AE015451.2	1945120	1945926	+	807	150
PP_1746	AE015451.2	1946050	1946226	+	177	30
PP_1747	AE015451.2	1946247	1946471	-	225	95
PP_1748	AE015451.2	1946558	1947739	-	1182	752
PP_1749	AE015451.2	1947912	1949654	-	1743	2612
PP_1750	AE015451.2	1949661	1951445	-	1785	3372
PP_1751	AE015451.2	1951579	1953540	-	1962	769
PP_1752	AE015451.2	1953677	1955167	+	1491	1599
PP_1753	AE015451.2	1955363	1956334	+	972	207
PP_1754	AE015451.2	1956412	1957569	+	1158	263
PP_1755	AE015451.2	1957672	1959063	-	1392	4347
PP_1756	AE015451.2	1959218	1959739	+	522	3010
PP_1757	AE015451.2	1959753	1960046	+	294	871
PP_1758	AE015451.2	1960177	1961106	+	930	1507
PP_1759	AE015451.2	1961146	1961742	+	597	895
PP_1760	AE015451.2	1961738	1963567	+	1830	1055
PP_1761	AE015451.2	1963789	1966311	+	2523	4533
PP_1762	AE015451.2	1966345	1967127	+	783	1459
PP_1763	AE015451.2	1967252	1967989	-	738	873
PP_1764	AE015451.2	1968150	1968818	-	669	578
PP_1765	AE015451.2	1968824	1969519	-	696	546
PP_1766	AE015451.2	1969630	1970703	+	1074	512
PP_1767	AE015451.2	1971072	1973840	+	2769	4856
PP_1768	AE015451.2	1973991	1975073	+	1083	1801
PP_1769	AE015451.2	1975069	1976169	+	1101	1480
PP_1770	AE015451.2	1976337	1978574	+	2238	3618
PP_1771	AE015451.2	1978574	1979257	+	684	3407
PP_1772	AE015451.2	1979331	1981058	+	1728	25616
PP_1773	AE015451.2	1981361	1981660	+	300	414
PP_1774	AE015451.2	1981632	1981943	+	312	302
PP_1775	AE015451.2	1982049	1983479	+	1431	171
PP_1776	AE015451.2	1983810	1985249	+	1440	2523
PP_1777	AE015451.2	1985382	1986740	+	1359	738
PP_1778	AE015451.2	1986746	1987537	+	792	342
PP_1779	AE015451.2	1987537	1988751	+	1215	881
PP_1780	AE015451.2	1988751	1993559	+	4809	4127
PP_1781	AE015451.2	1993663	1994748	-	1086	332
PP_1782	AE015451.2	1996042	1996587	-	546	356
PP_1783	AE015451.2	1996590	1997468	-	879	853
PP_1784	AE015451.2	1997483	1998382	-	900	725
PP_1785	AE015451.2	1998382	1999479	-	1098	1011
PP_1786	AE015451.2	2000060	2003500	+	3441	2209
PP_1787	AE015451.2	2003500	2004507	+	1008	616
PP_1788	AE015451.2	2004663	2005739	-	1077	245
PP_1789	AE015451.2	2005989	2006669	-	681	532
PP_1790	AE015451.2	2006669	2007361	-	693	613
PP_1791	AE015451.2	2007361	2008962	-	1602	1566
PP_1792	AE015451.2	2009007	2011433	-	2427	2143
PP_1793	AE015451.2	2011436	2014021	-	2586	1909
PP_1794	AE015451.2	2014048	2015487	-	1440	8923
PP_1795	AE015451.2	2015508	2016392	-	885	3425
PP_1797	AE015451.2	2018726	2020048	+	1323	808
PP_1798	AE015451.2	2020048	2021460	+	1413	642
PP_1799	AE015451.2	2021902	2022966	+	1065	3536
PP_1800	AE015451.2	2022969	2023862	+	894	1559
PP_1801	AE015451.2	2023862	2025001	+	1140	1425
PP_1802	AE015451.2	2025001	2026107	+	1107	969
PP_1803	AE015451.2	2026243	2027211	+	969	688
PP_1804	AE015451.2	2027211	2028212	+	1002	393
PP_1805	AE015451.2	2028261	2030324	+	2064	1282
PP_1806	AE015451.2	2030374	2031324	+	951	669
PP_1807	AE015451.2	2031405	2032244	-	840	719
PP_1808	AE015451.2	2032520	2034181	+	1662	555
PP_5477	AE015451.2	2035628	2036014	-	387	97
PP_1810	AE015451.2	2036666	2037403	+	738	25
PP_5478	AE015451.2	2037608	2037880	-	273	12
PP_1811	AE015451.2	2038340	2039479	-	1140	521
PP_1812	AE015451.2	2039604	2039801	-	198	5
PP_1813	AE015451.2	2039899	2040234	+	336	176
PP_1814	AE015451.2	2040277	2040441	-	165	346
PP_1815	AE015451.2	2040625	2041323	+	699	846
PP_1816	AE015451.2	2041557	2042555	-	999	1172
PP_1817	AE015451.2	2042733	2043491	+	759	154
PP_1818	AE015451.2	2043641	2044381	-	741	10
PP_1819	AE015451.2	2044787	2046724	+	1938	803
PP_1820	AE015451.2	2046827	2048020	-	1194	505
PP_1821	AE015451.2	2048159	2048758	+	600	638
PP_1822	AE015451.2	2048903	2049271	-	369	701
PP_1823	AE015451.2	2049334	2049903	-	570	1580
PP_1824	AE015451.2	2049950	2050507	-	558	903
PP_1825	AE015451.2	2050685	2051002	-	318	835
PP_1826	AE015451.2	2051091	2051678	-	588	1108
PP_1827	AE015451.2	2051860	2052765	+	906	1142
PP_1828	AE015451.2	2052821	2053600	-	780	140
PP_1829	AE015451.2	2053669	2054625	-	957	770
PP_1830	AE015451.2	2054860	2055948	+	1089	1517
PP_1831	AE015451.2	2056094	2057245	+	1152	169
PP_1832	AE015451.2	2057248	2057781	+	534	308
PP_1833	AE015451.2	2057915	2058214	-	300	264
PP_1834	AE015451.2	2058451	2058972	+	522	315
PP_1835	AE015451.2	2059036	2059563	+	528	343
PP_1836	AE015451.2	2059693	2060628	-	936	355
PP_1837	AE015451.2	2060755	2060943	+	189	119
PP_1838	AE015451.2	2061086	2063140	+	2055	2587
PP_1839	AE015451.2	2063350	2063583	+	234	290
PP_1840	AE015451.2	2063764	2064093	+	330	280
PP_1841	AE015451.2	2064200	2064997	-	798	285
PP_1842	AE015451.2	2065527	2066258	+	732	724
PP_1843	AE015451.2	2066305	2067273	-	969	950
PP_1844	AE015451.2	2067345	2068055	-	711	210
PP_1845	AE015451.2	2068179	2068865	-	687	198
PP_1846	AE015451.2	2069627	2071045	+	1419	2
PP_1847	AE015451.2	2071278	2073407	-	2130	254
PP_1849	AE015451.2	2073611	2073988	-	378	446
PP_1850	AE015451.2	2074194	2075378	-	1185	95
PP_5479	AE015451.2	2075485	2076360	+	876	114
PP_1852	AE015451.2	2076412	2077158	-	747	395
PP_1853	AE015451.2	2077277	2078212	+	936	87
PP_1854	AE015451.2	2078333	2078800	-	468	137
PP_1855	AE015451.2	2078806	2079201	-	396	195
PP_1857	AE015451.2	2079331	2080461	+	1131	219
PP_1858	AE015451.2	2080513	2081079	+	567	6160
PP_1859	AE015451.2	2081200	2081625	-	426	5564
PP_1860	AE015451.2	2081769	2082221	-	453	368
PP_1861	AE015451.2	2082283	2083233	-	951	180
PP_1862	AE015451.2	2083347	2084093	+	747	36
PP_1863	AE015451.2	2084128	2084976	-	849	233
PP_1864	AE015451.2	2085139	2085288	+	150	41
PP_1865	AE015451.2	2085886	2087184	+	1299	11
PP_1866	AE015451.2	2088108	2089451	-	1344	766
PP_1867	AE015451.2	2089568	2090320	+	753	295
PP_1868	AE015451.2	2090675	2092351	+	1677	1782
PP_1869	AE015451.2	2092448	2093239	-	792	33
PP_1870	AE015451.2	2093314	2093961	+	648	67
PP_1871	AE015451.2	2094065	2094949	-	885	8256
PP_1872	AE015451.2	2095269	2096477	-	1209	2011
PP_1873	AE015451.2	2096645	2097037	+	393	897
PP_1874	AE015451.2	2097054	2097539	+	486	667
PP_1875	AE015451.2	2097535	2099889	-	2355	1328
PP_1876	AE015451.2	2100094	2100978	+	885	502
PP_1877	AE015451.2	2100982	2101461	+	480	322
PP_1878	AE015451.2	2101543	2102307	-	765	625
PP_1879	AE015451.2	2103372	2104883	-	1512	143
PP_1880	AE015451.2	2104927	2107116	-	2190	142
PP_1881	AE015451.2	2107308	2109329	-	2022	130
PP_1882	AE015451.2	2109390	2114285	-	4896	377
PP_1883	AE015451.2	2114481	2116283	+	1803	56
PP_1884	AE015451.2	2116325	2118787	+	2463	139
PP_1885	AE015451.2	2118850	2121201	+	2352	181
PP_1886	AE015451.2	2121173	2124097	+	2925	257
PP_5480	AE015451.2	2124097	2124603	+	507	24
PP_1887	AE015451.2	2124630	2128499	+	3870	1055
PP_1888	AE015451.2	2128555	2129646	-	1092	130
PP_1889	AE015451.2	2129706	2132198	-	2493	208
PP_1890	AE015451.2	2132235	2133011	-	777	9
PP_1891	AE015451.2	2133068	2133604	-	537	42
PP_1892	AE015451.2	2133827	2134234	-	408	508
PP_1893	AE015451.2	2134306	2136750	-	2445	4148
PP_1894	AE015451.2	2137141	2137761	+	621	802
PP_1895	AE015451.2	2137898	2138827	+	930	633
PP_1896	AE015451.2	2138827	2139603	+	777	587
PP_5481	AE015451.2	2139493	2140122	-	630	1768
PP_1897	AE015451.2	2140265	2142475	+	2211	883
PP_1898	AE015451.2	2142550	2143221	+	672	776
PP_1899	AE015451.2	2143221	2143652	+	432	364
PP_1900	AE015451.2	2143652	2144653	+	1002	886
PP_1901	AE015451.2	2144701	2144883	+	183	275
PP_1902	AE015451.2	2144883	2145644	+	762	1177
PP_1903	AE015451.2	2145647	2146108	+	462	410
PP_1904	AE015451.2	2146072	2147124	+	1053	848
PP_1905	AE015451.2	2147247	2150519	-	3273	3438
PP_1906	AE015451.2	2151317	2152270	+	954	939
PP_1907	AE015451.2	2152277	2152948	+	672	377
PP_1908	AE015451.2	2152958	2153944	+	987	885
PP_1909	AE015451.2	2154160	2154771	-	612	218
PP_1910	AE015451.2	2154832	2155356	+	525	7113
PP_1911	AE015451.2	2155373	2155552	+	180	1310
PP_1912	AE015451.2	2155559	2156566	+	1008	1176
PP_1913	AE015451.2	2156697	2157632	+	936	2425
PP_1914	AE015451.2	2157651	2158388	+	738	3071
PP_1915	AE015451.2	2158595	2158828	+	234	8568
PP_1916	AE015451.2	2159019	2160260	+	1242	3085
PP_1917	AE015451.2	2160263	2161075	+	813	756
PP_1918	AE015451.2	2161053	2162315	+	1263	3390
PP_5482	AE015451.2	2163140	2164150	+	1011	340
PP_1920	AE015451.2	2164320	2165537	-	1218	97
PP_5483	AE015451.2	2165608	2166156	-	549	24
PP_1921	AE015451.2	2166937	2168097	+	1161	598
PP_1922	AE015451.2	2168791	2169636	-	846	88
PP_1923	AE015451.2	2169743	2170528	-	786	276
PP_5484	AE015451.2	2170659	2171462	+	804	121
PP_1924	AE015451.2	2171871	2172428	-	558	76
PP_1925	AE015451.2	2172424	2173503	-	1080	189
PP_1926	AE015451.2	2173532	2174026	-	495	139
PP_1927	AE015451.2	2174040	2174762	-	723	199
PP_1928	AE015451.2	2174777	2175262	-	486	152
PP_1929	AE015451.2	2175262	2176542	-	1281	214
PP_1930	AE015451.2	2176575	2176958	-	384	187
PP_5485	AE015451.2	2177105	2177596	+	492	271
PP_1931	AE015451.2	2177765	2179198	+	1434	827
PP_5486	AE015451.2	2179472	2179666	-	195	111
PP_1932	AE015451.2	2179809	2180555	-	747	137
PP_1934	AE015451.2	2180779	2181432	+	654	160
PP_1935	AE015451.2	2181730	2182035	-	306	7
PP_5487	AE015451.2	2182190	2182579	+	390	61
PP_5488	AE015451.2	2182596	2183252	+	657	124
PP_5489	AE015451.2	2183272	2183766	+	495	111
PP_5490	AE015451.2	2183943	2184506	+	564	52
PP_1936	AE015451.2	2184675	2187608	-	2934	226
PP_5491	AE015451.2	2187614	2188525	-	912	112
PP_5492	AE015451.2	2188528	2189076	-	549	46
PP_1937	AE015451.2	2189134	2192388	+	3255	342
PP_1938	AE015451.2	2192595	2192903	+	309	71
PP_1939	AE015451.2	2193329	2193469	+	141	3
PP_1940	AE015451.2	2193517	2195664	-	2148	49
PP_1941	AE015451.2	2196390	2196989	-	600	31
PP_1942	AE015451.2	2197029	2197988	-	960	51
PP_1943	AE015451.2	2198241	2199098	+	858	5
PP_1944	AE015451.2	2199135	2200409	+	1275	21
PP_1945	AE015451.2	2200427	2201299	+	873	35
PP_1946	AE015451.2	2201355	2202140	+	786	40
PP_1947	AE015451.2	2202324	2203310	+	987	7
PP_1948	AE015451.2	2203324	2204799	+	1476	30
PP_1949	AE015451.2	2204824	2206473	+	1650	63
PP_1950	AE015451.2	2206570	2207745	+	1176	5
PP_1951	AE015451.2	2207789	2208613	+	825	14
PP_1952	AE015451.2	2208685	2209629	+	945	30
PP_1953	AE015451.2	2209756	2210562	+	807	41
PP_1954	AE015451.2	2210610	2211773	+	1164	14
PP_1955	AE015451.2	2211869	2213101	+	1233	20
PP_1956	AE015451.2	2213175	2214140	+	966	8
PP_1957	AE015451.2	2214233	2215183	+	951	10
PP_5493	AE015451.2	2216130	2216393	+	264	23
PP_5494	AE015451.2	2216715	2217281	+	567	56
PP_1958	AE015451.2	2217350	2218174	-	825	406
PP_5495	AE015451.2	2218417	2218851	-	435	270
PP_1959	AE015451.2	2218924	2220081	-	1158	163
PP_1960	AE015451.2	2220306	2221625	-	1320	185
PP_1961	AE015451.2	2221632	2222618	-	987	127
PP_1962	AE015451.2	2222621	2224546	-	1926	191
PP_1963	AE015451.2	2224632	2226632	-	2001	228
PP_1964	AE015451.2	2226601	2227401	-	801	529
PP_1966	AE015451.2	2227848	2228831	+	984	439
PP_1967	AE015451.2	2228865	2229644	+	780	795
PP_1968	AE015451.2	2230037	2230669	+	633	1260
PP_1969	AE015451.2	2230784	2231794	+	1011	104
PP_1970	AE015451.2	2231864	2232466	+	603	88
PP_1971	AE015451.2	2232462	2233037	+	576	211
PP_1972	AE015451.2	2233412	2234605	-	1194	5205
PP_1974	AE015451.2	2234890	2236902	+	2013	1668
PP_1975	AE015451.2	2237036	2238583	-	1548	81
PP_1976	AE015451.2	2238576	2239736	-	1161	60
PP_1977	AE015451.2	2239772	2241250	+	1479	1901
PP_1978	AE015451.2	2242428	2242964	+	537	177
PP_1979	AE015451.2	2242983	2243861	+	879	380
PP_1980	AE015451.2	2243969	2244400	+	432	502
PP_1981	AE015451.2	2244455	2245423	+	969	643
PP_1982	AE015451.2	2245762	2246208	+	447	4199
PP_1983	AE015451.2	2246305	2249598	-	3294	2675
PP_1984	AE015451.2	2249663	2250538	-	876	313
